breed,age_years,weight_kg,color,gender,a1_adapts_well_to_apartment_living,a2_good_for_novice_owners,a4_tolerates_being_alone,b1_affectionate_with_family,b2_incredibly_kid_friendly_dogs,b3_dog_friendly,c1_amount_of_shedding,c2_drooling_potential,d1_easy_to_train,d5_tendency_to_bark_or_howl,e1_energy_level,e3_exercise_needs,size,age_category,color_category,cluster,cluster_name,is_anomaly,anomaly_score
beagle,7,19,Black and White,Female,4,3,1,5,5,5,3,1,1,5,4,4,medium,adult,mixed,0,family_active,1,0.04668598771775645
rottweiler,4,41,Brindle,Female,2,1,1,5,4,2,4,4,4,4,4,4,large,adult,mixed,3,large_working,1,0.1270094429307097
dogo argentino,3,10,Black and Tan,Male,1,1,2,4,2,2,1,3,2,2,4,4,small,puppy,dark,3,large_working,1,0.0
border collie,11,15,Black and White,Male,2,2,1,5,4,3,3,1,5,2,5,5,small,senior,mixed,5,smart_active,1,0.12980876058686436
pembroke welsh corgi,13,8,White,Male,4,4,3,5,4,3,5,1,5,2,4,4,small,senior,light,5,smart_active,1,0.11917582392484138
vizsla,2,9,Brown,Male,1,3,1,5,5,5,2,1,5,5,5,5,small,puppy,dark,0,family_active,1,0.0988842615370068
pekingese,2,57,Black,Female,5,4,3,5,2,2,4,1,3,4,2,2,large,puppy,dark,1,independent_character,1,0.08882974922564046
rottweiler,12,57,Blue,Male,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,unique,3,large_working,1,0.1270094429307097
boston terrier,1,35,Red,Female,5,4,3,4,5,5,2,1,4,3,4,4,large,puppy,unique,5,smart_active,1,0.1022841672540743
pekingese,8,10,Blue,Female,5,4,3,5,2,2,4,1,3,4,2,2,small,adult,unique,1,independent_character,1,0.08882974922564046
great dane,10,16,Cream,Male,1,1,1,5,5,5,5,4,5,4,5,5,medium,senior,light,0,family_active,1,0.07166068511527701
havanese,8,18,Brindle,Female,5,5,1,5,4,5,2,1,5,2,3,3,medium,adult,mixed,2,small_companion,1,0.12281828254349136
boxer,10,17,Black and White,Female,4,3,1,5,4,3,4,2,4,3,5,5,medium,senior,mixed,3,large_working,1,0.13011879791857717
labrador retriever,14,12,Black and White,Female,1,3,2,5,5,5,5,3,5,4,5,5,small,senior,mixed,0,family_active,1,0.11542894055049463
bloodhound,1,10,Merle,Male,1,2,2,5,5,5,4,5,3,4,5,5,small,puppy,unique,0,family_active,1,0.08520155191862566
cocker spaniel,4,15,Gray,Female,5,3,1,5,3,4,3,1,5,3,4,3,small,adult,light,2,small_companion,1,0.09819957107015731
rottweiler,10,35,Black and White,Male,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,mixed,3,large_working,1,0.1270094429307097
whippet,7,8,Bicolor,Female,5,3,2,5,5,4,2,1,4,1,5,5,small,adult,mixed,5,smart_active,1,0.10558414949628958
bloodhound,5,39,Merle,Male,1,2,2,5,5,5,4,5,3,4,5,5,large,adult,unique,0,family_active,1,0.08520155191862566
french bulldog,9,6,Black and Tan,Male,5,5,1,5,4,4,3,1,4,3,3,2,small,senior,dark,2,small_companion,1,0.14241912525877787
cavalier king charles spaniel,2,48,Cream,Female,5,5,1,5,5,5,3,1,4,3,3,4,large,puppy,light,2,small_companion,1,0.11561804964437455
vizsla,12,21,Brown,Male,1,3,1,5,5,5,2,1,5,5,5,5,medium,senior,dark,0,family_active,1,0.0988842615370068
belgian malinois,11,44,Spotted,Female,1,3,3,5,4,2,2,1,5,2,5,5,large,senior,mixed,5,smart_active,1,0.056851380059695145
poodle,5,22,White,Female,5,5,1,5,5,4,1,1,5,2,4,4,medium,adult,light,2,small_companion,1,0.09188535307053725
pug,6,57,Bicolor,Female,5,5,1,5,4,4,5,1,3,2,3,3,large,adult,mixed,2,small_companion,1,0.1093041223286344
border collie,5,51,Black and White,Male,2,2,1,5,4,3,3,1,5,2,5,5,large,adult,mixed,5,smart_active,1,0.12980876058686436
standard schnauzer,13,57,Brown,Male,4,2,2,4,4,3,1,1,3,2,5,5,large,senior,dark,5,smart_active,1,0.06975670786733079
beagle,13,53,Blue,Male,4,3,1,5,5,5,3,1,1,5,4,4,large,senior,unique,0,family_active,1,0.04668598771775645
bernese mountain dog,11,12,Blue,Female,1,2,1,5,5,3,5,4,4,4,4,3,small,senior,unique,3,large_working,1,0.07387418429489756
pembroke welsh corgi,3,23,Gray,Male,4,4,3,5,4,3,5,1,5,2,4,4,medium,puppy,light,5,smart_active,1,0.11917582392484138
doberman pinscher,11,26,Cream,Male,3,3,2,5,3,1,4,4,5,1,3,3,medium,senior,light,3,large_working,1,0.04141680801384029
standard schnauzer,11,27,Merle,Male,4,2,2,4,4,3,1,1,3,2,5,5,medium,senior,unique,5,smart_active,1,0.06975670786733079
standard schnauzer,7,35,Merle,Male,4,2,2,4,4,3,1,1,3,2,5,5,large,adult,unique,5,smart_active,1,0.06975670786733079
boston terrier,4,9,Black and White,Male,5,4,3,4,5,5,2,1,4,3,4,4,small,adult,mixed,5,smart_active,1,0.1022841672540743
border collie,10,36,Black and White,Female,2,2,1,5,4,3,3,1,5,2,5,5,large,senior,mixed,5,smart_active,1,0.12980876058686436
bull terrier,3,8,Brown,Male,4,4,2,5,5,4,3,1,5,1,4,5,small,puppy,dark,5,smart_active,1,0.10975066302350012
dogo argentino,3,54,Bicolor,Female,1,1,2,4,2,2,1,3,2,2,4,4,large,puppy,mixed,3,large_working,1,0.0
whippet,4,53,Bicolor,Male,5,3,2,5,5,4,2,1,4,1,5,5,large,adult,mixed,5,smart_active,1,0.10558414949628958
dachshund,1,14,Tricolor,Female,5,4,3,4,5,3,3,1,2,5,3,3,small,puppy,mixed,1,independent_character,1,0.09346636634119565
bloodhound,12,14,Spotted,Male,1,2,2,5,5,5,4,5,3,4,5,5,small,senior,mixed,0,family_active,1,0.08520155191862566
bulldog,1,39,Black and White,Female,5,4,3,5,4,2,3,5,3,4,2,3,large,puppy,mixed,1,independent_character,1,0.08167644158922482
bull terrier,7,43,Gray,Male,4,4,2,5,5,4,3,1,5,1,4,5,large,adult,light,5,smart_active,1,0.10975066302350012
australian shepherd,5,35,Black and White,Male,1,2,2,5,4,5,3,1,5,4,5,5,large,adult,mixed,0,family_active,1,0.11734127630666924
shih tzu,4,17,Bicolor,Female,5,5,3,5,4,4,3,1,3,2,2,2,medium,adult,mixed,2,small_companion,1,0.11723197668689922
saint bernard,13,53,Tricolor,Female,3,2,1,5,5,5,4,5,2,1,3,2,large,senior,mixed,3,large_working,1,0.010965258266183886
bloodhound,1,54,Spotted,Female,1,2,2,5,5,5,4,5,3,4,5,5,large,puppy,mixed,0,family_active,1,0.08520155191862566
pembroke welsh corgi,12,13,Gray,Male,4,4,3,5,4,3,5,1,5,2,4,4,small,senior,light,5,smart_active,1,0.11917582392484138
bull terrier,1,51,Black and White,Female,4,4,2,5,5,4,3,1,5,1,4,5,large,puppy,mixed,5,smart_active,1,0.10975066302350012
pembroke welsh corgi,9,29,Black and Tan,Male,4,4,3,5,4,3,5,1,5,2,4,4,medium,senior,dark,5,smart_active,1,0.11917582392484138
lhasa apso,13,41,Brindle,Male,5,5,4,4,4,3,3,1,3,4,4,3,large,senior,mixed,1,independent_character,1,0.1145986381147937
weimaraner,9,14,Black and White,Male,1,2,1,5,4,3,4,4,4,2,5,5,small,senior,mixed,3,large_working,1,0.10893677592658224
miniature schnauzer,10,11,Brindle,Male,4,3,5,5,3,3,2,1,5,3,5,5,small,senior,mixed,5,smart_active,1,0.049418521329423815
pembroke welsh corgi,3,13,Black and Tan,Female,4,4,3,5,4,3,5,1,5,2,4,4,small,puppy,dark,5,smart_active,1,0.11917582392484138
chinese shar-pei,12,22,Spotted,Female,4,2,4,2,2,1,5,2,3,5,2,3,medium,senior,mixed,1,independent_character,1,0.03603625785343145
akita,5,14,Tricolor,Male,2,2,1,5,1,1,5,5,2,5,4,4,small,adult,mixed,3,large_working,-1,-0.00886127305314277
pug,11,6,Brindle,Female,5,5,1,5,4,4,5,1,3,2,3,3,small,senior,mixed,2,small_companion,1,0.1093041223286344
great dane,5,41,Tricolor,Male,1,1,1,5,5,5,5,4,5,4,5,5,large,adult,mixed,0,family_active,1,0.07166068511527701
boxer,10,5,Red,Female,4,3,1,5,4,3,4,2,4,3,5,5,small,senior,unique,3,large_working,1,0.13011879791857717
vizsla,14,46,Tan,Male,1,3,1,5,5,5,2,1,5,5,5,5,large,senior,light,0,family_active,1,0.0988842615370068
yorkshire terrier,11,19,Merle,Female,5,4,2,4,2,3,2,1,3,3,5,4,medium,senior,unique,1,independent_character,1,0.08596830702228297
doberman pinscher,12,59,White,Male,3,3,2,5,3,1,4,4,5,1,3,3,large,senior,light,3,large_working,1,0.04141680801384029
lhasa apso,14,32,Bicolor,Female,5,5,4,4,4,3,3,1,3,4,4,3,large,senior,mixed,1,independent_character,1,0.1145986381147937
airedale terrier,9,31,Black and White,Female,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,mixed,0,family_active,1,0.11990421320075151
great dane,6,39,Black,Male,1,1,1,5,5,5,5,4,5,4,5,5,large,adult,dark,0,family_active,1,0.07166068511527701
bernese mountain dog,9,10,Red,Male,1,2,1,5,5,3,5,4,4,4,4,3,small,senior,unique,3,large_working,1,0.07387418429489756
cavalier king charles spaniel,3,12,Black,Male,5,5,1,5,5,5,3,1,4,3,3,4,small,puppy,dark,2,small_companion,1,0.11561804964437455
vizsla,13,55,Black and White,Male,1,3,1,5,5,5,2,1,5,5,5,5,large,senior,mixed,0,family_active,1,0.0988842615370068
cavalier king charles spaniel,7,23,Cream,Female,5,5,1,5,5,5,3,1,4,3,3,4,medium,adult,light,2,small_companion,1,0.11561804964437455
miniature schnauzer,7,20,Red,Male,4,3,5,5,3,3,2,1,5,3,5,5,medium,adult,unique,5,smart_active,1,0.049418521329423815
siberian husky,12,34,White,Female,2,1,1,5,5,5,3,3,2,5,5,5,large,senior,light,0,family_active,1,0.05060466007524855
german shepherd dog,1,43,Cream,Female,3,2,2,5,5,2,5,1,5,4,5,5,large,puppy,light,3,large_working,1,0.08877452506852401
bichon frise,11,21,Blue,Male,5,5,1,5,4,4,2,1,5,2,5,3,medium,senior,unique,2,small_companion,1,0.15944015389041594
dachshund,11,55,Brown,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,senior,dark,1,independent_character,1,0.09346636634119565
french bulldog,2,8,Brown,Male,5,5,1,5,4,4,3,1,4,3,3,2,small,puppy,dark,2,small_companion,1,0.14241912525877787
pug,6,54,Brindle,Female,5,5,1,5,4,4,5,1,3,2,3,3,large,adult,mixed,2,small_companion,1,0.1093041223286344
bichon frise,4,10,Brindle,Female,5,5,1,5,4,4,2,1,5,2,5,3,small,adult,mixed,2,small_companion,1,0.15944015389041594
beagle,4,42,Tan,Male,4,3,1,5,5,5,3,1,1,5,4,4,large,adult,light,0,family_active,1,0.04668598771775645
labrador retriever,5,31,Blue,Female,1,3,2,5,5,5,5,3,5,4,5,5,large,adult,unique,0,family_active,1,0.11542894055049463
rottweiler,13,39,White,Female,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,light,3,large_working,1,0.1270094429307097
bernese mountain dog,11,38,Sable,Male,1,2,1,5,5,3,5,4,4,4,4,3,large,senior,unique,3,large_working,1,0.07387418429489756
french bulldog,2,29,Black and White,Male,5,5,1,5,4,4,3,1,4,3,3,2,medium,puppy,mixed,2,small_companion,1,0.14241912525877787
papillon,3,58,Cream,Male,5,5,1,5,3,4,2,1,5,2,4,5,large,puppy,light,2,small_companion,1,0.08890602129631608
weimaraner,5,47,Gray,Female,1,2,1,5,4,3,4,4,4,2,5,5,large,adult,light,3,large_working,1,0.10893677592658224
airedale terrier,9,39,Brown,Female,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,dark,0,family_active,1,0.11990421320075151
shetland sheepdog,2,15,Merle,Female,2,3,2,5,5,4,5,1,5,1,4,4,small,puppy,unique,5,smart_active,1,0.09560358723404627
rottweiler,14,7,Brindle,Male,2,1,1,5,4,2,4,4,4,4,4,4,small,senior,mixed,3,large_working,1,0.1270094429307097
yorkshire terrier,4,6,Red,Female,5,4,2,4,2,3,2,1,3,3,5,4,small,adult,unique,1,independent_character,1,0.08596830702228297
jack russell terrier,1,5,Cream,Female,3,2,3,5,4,5,3,1,4,4,5,5,small,puppy,light,0,family_active,1,0.09907175259749268
bloodhound,8,48,White,Female,1,2,2,5,5,5,4,5,3,4,5,5,large,adult,light,0,family_active,1,0.08520155191862566
west highland white terrier,9,16,Blue,Male,4,4,2,5,4,5,4,1,4,4,4,4,medium,senior,unique,2,small_companion,1,0.11785238860222136
chesapeake bay retriever,14,59,White,Male,1,1,2,5,3,1,5,3,3,3,5,5,large,senior,light,3,large_working,1,0.041604479924655324
weimaraner,12,12,Bicolor,Male,1,2,1,5,4,3,4,4,4,2,5,5,small,senior,mixed,3,large_working,1,0.10893677592658224
bulldog,14,40,Black and Tan,Male,5,4,3,5,4,2,3,5,3,4,2,3,large,senior,dark,1,independent_character,1,0.08167644158922482
bichon frise,3,22,Blue,Female,5,5,1,5,4,4,2,1,5,2,5,3,medium,puppy,unique,2,small_companion,1,0.15944015389041594
shih tzu,2,45,Black,Female,5,5,3,5,4,4,3,1,3,2,2,2,large,puppy,dark,2,small_companion,1,0.11723197668689922
shih tzu,7,13,Sable,Female,5,5,3,5,4,4,3,1,3,2,2,2,small,adult,unique,2,small_companion,1,0.11723197668689922
belgian malinois,9,42,Black,Male,1,3,3,5,4,2,2,1,5,2,5,5,large,senior,dark,5,smart_active,1,0.056851380059695145
yorkshire terrier,14,37,Tan,Male,5,4,2,4,2,3,2,1,3,3,5,4,large,senior,light,1,independent_character,1,0.08596830702228297
beagle,14,6,Bicolor,Female,4,3,1,5,5,5,3,1,1,5,4,4,small,senior,mixed,0,family_active,1,0.04668598771775645
cavalier king charles spaniel,3,46,Merle,Female,5,5,1,5,5,5,3,1,4,3,3,4,large,puppy,unique,2,small_companion,1,0.11561804964437455
siberian husky,12,9,Tricolor,Female,2,1,1,5,5,5,3,3,2,5,5,5,small,senior,mixed,0,family_active,1,0.05060466007524855
akita,11,51,Bicolor,Female,2,2,1,5,1,1,5,5,2,5,4,4,large,senior,mixed,3,large_working,-1,-0.00886127305314277
french bulldog,9,22,Red,Female,5,5,1,5,4,4,3,1,4,3,3,2,medium,senior,unique,2,small_companion,1,0.14241912525877787
basenji,2,33,Blue,Male,5,4,4,5,5,4,1,5,1,1,5,5,large,puppy,unique,4,outlier_unique,-1,-0.015910031319223084
pug,8,36,Black and Tan,Male,5,5,1,5,4,4,5,1,3,2,3,3,large,adult,dark,2,small_companion,1,0.1093041223286344
poodle,10,22,Merle,Male,5,5,1,5,5,4,1,1,5,2,4,4,medium,senior,unique,2,small_companion,1,0.09188535307053725
basenji,12,41,Tricolor,Male,5,4,4,5,5,4,1,5,1,1,5,5,large,senior,mixed,4,outlier_unique,-1,-0.015910031319223084
pekingese,11,5,Merle,Female,5,4,3,5,2,2,4,1,3,4,2,2,small,senior,unique,1,independent_character,1,0.08882974922564046
dogo argentino,5,50,Spotted,Male,1,1,2,4,2,2,1,3,2,2,4,4,large,adult,mixed,3,large_working,1,0.0
pomeranian,10,24,Brindle,Male,4,4,1,5,2,2,4,1,4,5,3,2,medium,senior,mixed,1,independent_character,1,0.050059729299895106
vizsla,5,30,Cream,Female,1,3,1,5,5,5,2,1,5,5,5,5,medium,adult,light,0,family_active,1,0.0988842615370068
havanese,11,34,Bicolor,Male,5,5,1,5,4,5,2,1,5,2,3,3,large,senior,mixed,2,small_companion,1,0.12281828254349136
weimaraner,3,12,Sable,Female,1,2,1,5,4,3,4,4,4,2,5,5,small,puppy,unique,3,large_working,1,0.10893677592658224
alaskan malamute,5,31,Gray,Female,1,1,1,4,3,2,5,1,4,5,5,5,large,adult,light,3,large_working,1,0.05178362947380133
akita,8,11,Cream,Female,2,2,1,5,1,1,5,5,2,5,4,4,small,adult,light,3,large_working,-1,-0.00886127305314277
beagle,4,36,Red,Female,4,3,1,5,5,5,3,1,1,5,4,4,large,adult,unique,0,family_active,1,0.04668598771775645
beagle,5,50,Bicolor,Male,4,3,1,5,5,5,3,1,1,5,4,4,large,adult,mixed,0,family_active,1,0.04668598771775645
maltese,8,8,White,Female,5,5,1,5,3,4,2,1,4,2,3,2,small,adult,light,2,small_companion,1,0.10626288972640852
siberian husky,1,9,Bicolor,Male,2,1,1,5,5,5,3,3,2,5,5,5,small,puppy,mixed,0,family_active,1,0.05060466007524855
doberman pinscher,5,6,Gray,Female,3,3,2,5,3,1,4,4,5,1,3,3,small,adult,light,3,large_working,1,0.04141680801384029
standard schnauzer,5,17,Tricolor,Male,4,2,2,4,4,3,1,1,3,2,5,5,medium,adult,mixed,5,smart_active,1,0.06975670786733079
lhasa apso,12,56,Gray,Female,5,5,4,4,4,3,3,1,3,4,4,3,large,senior,light,1,independent_character,1,0.1145986381147937
vizsla,9,13,Spotted,Male,1,3,1,5,5,5,2,1,5,5,5,5,small,senior,mixed,0,family_active,1,0.0988842615370068
labrador retriever,11,38,White,Female,1,3,2,5,5,5,5,3,5,4,5,5,large,senior,light,0,family_active,1,0.11542894055049463
dachshund,8,38,Tan,Male,5,4,3,4,5,3,3,1,2,5,3,3,large,adult,light,1,independent_character,1,0.09346636634119565
rottweiler,9,34,Black,Male,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,dark,3,large_working,1,0.1270094429307097
airedale terrier,13,34,White,Female,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,light,0,family_active,1,0.11990421320075151
bulldog,6,27,Brindle,Male,5,4,3,5,4,2,3,5,3,4,2,3,medium,adult,mixed,1,independent_character,1,0.08167644158922482
standard schnauzer,11,30,Black and Tan,Female,4,2,2,4,4,3,1,1,3,2,5,5,medium,senior,dark,5,smart_active,1,0.06975670786733079
dachshund,7,34,Spotted,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,adult,mixed,1,independent_character,1,0.09346636634119565
pekingese,12,8,Tan,Male,5,4,3,5,2,2,4,1,3,4,2,2,small,senior,light,1,independent_character,1,0.08882974922564046
chesapeake bay retriever,3,47,Blue,Female,1,1,2,5,3,1,5,3,3,3,5,5,large,puppy,unique,3,large_working,1,0.041604479924655324
belgian malinois,12,32,Merle,Female,1,3,3,5,4,2,2,1,5,2,5,5,large,senior,unique,5,smart_active,1,0.056851380059695145
lhasa apso,13,45,Black and White,Male,5,5,4,4,4,3,3,1,3,4,4,3,large,senior,mixed,1,independent_character,1,0.1145986381147937
shih tzu,9,57,Black,Male,5,5,3,5,4,4,3,1,3,2,2,2,large,senior,dark,2,small_companion,1,0.11723197668689922
cocker spaniel,9,49,Brindle,Male,5,3,1,5,3,4,3,1,5,3,4,3,large,senior,mixed,2,small_companion,1,0.09819957107015731
belgian malinois,9,18,Red,Male,1,3,3,5,4,2,2,1,5,2,5,5,medium,senior,unique,5,smart_active,1,0.056851380059695145
siberian husky,14,31,Brown,Female,2,1,1,5,5,5,3,3,2,5,5,5,large,senior,dark,0,family_active,1,0.05060466007524855
airedale terrier,1,49,Gray,Male,1,2,2,4,4,4,2,1,4,4,5,5,large,puppy,light,0,family_active,1,0.11990421320075151
chinese shar-pei,1,29,Blue,Male,4,2,4,2,2,1,5,2,3,5,2,3,medium,puppy,unique,1,independent_character,1,0.03603625785343145
alaskan malamute,2,39,White,Male,1,1,1,4,3,2,5,1,4,5,5,5,large,puppy,light,3,large_working,1,0.05178362947380133
pug,13,53,Spotted,Male,5,5,1,5,4,4,5,1,3,2,3,3,large,senior,mixed,2,small_companion,1,0.1093041223286344
whippet,1,30,Brown,Female,5,3,2,5,5,4,2,1,4,1,5,5,medium,puppy,dark,5,smart_active,1,0.10558414949628958
vizsla,6,42,Black and Tan,Female,1,3,1,5,5,5,2,1,5,5,5,5,large,adult,dark,0,family_active,1,0.0988842615370068
chihuahua,9,36,Cream,Female,5,4,1,5,5,2,2,1,4,3,3,1,large,senior,light,2,small_companion,1,0.04033536595833154
weimaraner,12,20,Cream,Male,1,2,1,5,4,3,4,4,4,2,5,5,medium,senior,light,3,large_working,1,0.10893677592658224
whippet,13,27,Black and White,Female,5,3,2,5,5,4,2,1,4,1,5,5,medium,senior,mixed,5,smart_active,1,0.10558414949628958
bulldog,4,38,Brindle,Female,5,4,3,5,4,2,3,5,3,4,2,3,large,adult,mixed,1,independent_character,1,0.08167644158922482
whippet,1,16,Tricolor,Female,5,3,2,5,5,4,2,1,4,1,5,5,medium,puppy,mixed,5,smart_active,1,0.10558414949628958
jack russell terrier,13,43,Brown,Female,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,dark,0,family_active,1,0.09907175259749268
labrador retriever,5,43,Black and White,Male,1,3,2,5,5,5,5,3,5,4,5,5,large,adult,mixed,0,family_active,1,0.11542894055049463
rottweiler,13,22,Gray,Female,2,1,1,5,4,2,4,4,4,4,4,4,medium,senior,light,3,large_working,1,0.1270094429307097
vizsla,3,33,Red,Female,1,3,1,5,5,5,2,1,5,5,5,5,large,puppy,unique,0,family_active,1,0.0988842615370068
pembroke welsh corgi,2,48,Black and Tan,Female,4,4,3,5,4,3,5,1,5,2,4,4,large,puppy,dark,5,smart_active,1,0.11917582392484138
airedale terrier,10,25,Tricolor,Male,1,2,2,4,4,4,2,1,4,4,5,5,medium,senior,mixed,0,family_active,1,0.11990421320075151
poodle,9,49,Bicolor,Female,5,5,1,5,5,4,1,1,5,2,4,4,large,senior,mixed,2,small_companion,1,0.09188535307053725
basenji,10,41,Tricolor,Female,5,4,4,5,5,4,1,5,1,1,5,5,large,senior,mixed,4,outlier_unique,-1,-0.015910031319223084
irish setter,5,13,Cream,Female,1,3,2,5,5,5,4,2,4,4,5,5,small,adult,light,0,family_active,1,0.13291247026930442
pug,11,52,White,Female,5,5,1,5,4,4,5,1,3,2,3,3,large,senior,light,2,small_companion,1,0.1093041223286344
pug,2,10,Brown,Male,5,5,1,5,4,4,5,1,3,2,3,3,small,puppy,dark,2,small_companion,1,0.1093041223286344
dachshund,7,35,Sable,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,adult,unique,1,independent_character,1,0.09346636634119565
poodle,2,56,Brown,Female,5,5,1,5,5,4,1,1,5,2,4,4,large,puppy,dark,2,small_companion,1,0.09188535307053725
havanese,3,52,Merle,Female,5,5,1,5,4,5,2,1,5,2,3,3,large,puppy,unique,2,small_companion,1,0.12281828254349136
jack russell terrier,4,56,Brindle,Male,3,2,3,5,4,5,3,1,4,4,5,5,large,adult,mixed,0,family_active,1,0.09907175259749268
french bulldog,1,7,Brown,Female,5,5,1,5,4,4,3,1,4,3,3,2,small,puppy,dark,2,small_companion,1,0.14241912525877787
bloodhound,5,25,Spotted,Female,1,2,2,5,5,5,4,5,3,4,5,5,medium,adult,mixed,0,family_active,1,0.08520155191862566
lhasa apso,6,29,Red,Female,5,5,4,4,4,3,3,1,3,4,4,3,medium,adult,unique,1,independent_character,1,0.1145986381147937
miniature schnauzer,11,49,Red,Female,4,3,5,5,3,3,2,1,5,3,5,5,large,senior,unique,5,smart_active,1,0.049418521329423815
cavalier king charles spaniel,4,18,Black and Tan,Female,5,5,1,5,5,5,3,1,4,3,3,4,medium,adult,dark,2,small_companion,1,0.11561804964437455
pug,14,24,Red,Male,5,5,1,5,4,4,5,1,3,2,3,3,medium,senior,unique,2,small_companion,1,0.1093041223286344
standard schnauzer,9,38,Sable,Female,4,2,2,4,4,3,1,1,3,2,5,5,large,senior,unique,5,smart_active,1,0.06975670786733079
west highland white terrier,8,43,Merle,Male,4,4,2,5,4,5,4,1,4,4,4,4,large,adult,unique,2,small_companion,1,0.11785238860222136
jack russell terrier,12,33,Brown,Male,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,dark,0,family_active,1,0.09907175259749268
shetland sheepdog,9,21,Gray,Male,2,3,2,5,5,4,5,1,5,1,4,4,medium,senior,light,5,smart_active,1,0.09560358723404627
chesapeake bay retriever,10,24,Black,Male,1,1,2,5,3,1,5,3,3,3,5,5,medium,senior,dark,3,large_working,1,0.041604479924655324
dachshund,11,41,Tan,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,senior,light,1,independent_character,1,0.09346636634119565
airedale terrier,9,20,Tricolor,Male,1,2,2,4,4,4,2,1,4,4,5,5,medium,senior,mixed,0,family_active,1,0.11990421320075151
standard schnauzer,11,42,Sable,Female,4,2,2,4,4,3,1,1,3,2,5,5,large,senior,unique,5,smart_active,1,0.06975670786733079
cocker spaniel,3,59,Cream,Female,5,3,1,5,3,4,3,1,5,3,4,3,large,puppy,light,2,small_companion,1,0.09819957107015731
golden retriever,6,43,White,Female,2,3,1,5,5,5,5,4,5,3,5,5,large,adult,light,0,family_active,1,0.08528781558879694
cocker spaniel,4,15,Bicolor,Male,5,3,1,5,3,4,3,1,5,3,4,3,small,adult,mixed,2,small_companion,1,0.09819957107015731
standard schnauzer,8,46,Bicolor,Female,4,2,2,4,4,3,1,1,3,2,5,5,large,adult,mixed,5,smart_active,1,0.06975670786733079
whippet,13,59,Bicolor,Female,5,3,2,5,5,4,2,1,4,1,5,5,large,senior,mixed,5,smart_active,1,0.10558414949628958
cocker spaniel,7,56,White,Female,5,3,1,5,3,4,3,1,5,3,4,3,large,adult,light,2,small_companion,1,0.09819957107015731
bull terrier,4,24,Merle,Female,4,4,2,5,5,4,3,1,5,1,4,5,medium,adult,unique,5,smart_active,1,0.10975066302350012
bull terrier,6,58,Merle,Female,4,4,2,5,5,4,3,1,5,1,4,5,large,adult,unique,5,smart_active,1,0.10975066302350012
chesapeake bay retriever,12,46,Red,Female,1,1,2,5,3,1,5,3,3,3,5,5,large,senior,unique,3,large_working,1,0.041604479924655324
airedale terrier,13,47,Tricolor,Female,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,mixed,0,family_active,1,0.11990421320075151
papillon,6,14,Red,Female,5,5,1,5,3,4,2,1,5,2,4,5,small,adult,unique,2,small_companion,1,0.08890602129631608
airedale terrier,5,18,Black and White,Male,1,2,2,4,4,4,2,1,4,4,5,5,medium,adult,mixed,0,family_active,1,0.11990421320075151
